"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3342181526.80267","2808775517.55363","759699907.841709","764899632.596538","831686124.139828","838184492.725073","888312377.480125","905393714.042526","913564842.732537","968510483.76124","1198275616.15492","1260048284.72059","1528911875.54809","1907027429.11071","2047841988.10891","2350870546.68121","2740349536.76429","3048940433.62712","3275581333.87779","2340312125.16505","2513947861.84774","2558399904.7146","2686103617.95414","2700776108.73336","2638887001.94801","2713125862.72591","2705070929.48732","2949202802.16312","3058561557.46011","3380022136.38539","3295061564.41318","3407113434.83315","",
"American Samoa","ASM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","41370149.7794439","42249593.2154387","50704664.7748773","60569083.0447137","68428117.5527185","54337128.0439913","54037940.7276451","59257205.6440568","70199934.3906002","86339034.0095421","106185685.046118","116552542.770702","130127523.009905","123553565.01653","129013608.832045","126173181.626548","118464884.475232","123789430.879884","126469268.561396","140480704.529152","150668102.456998","162140216.576729","175022507.45396","186434400.502197","152384402.994595","161563097.974905","175534386.561665","178731121.773506","213689453.776152","289442543.293801","312883595.373095","313982629.927873","292569020.588899","218577397.412468","189651209.404537","195246750.630915","205353853.796767","214025688.091997","219992592.592593","247403216.967909","278703118.877255","334518015.307549","350863017.795723","276208962.832851","299022712.084076","",
"Australia","AUS","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163965712345.523","161483150765.898","157517354475.761","161705814554.342","168458903482.952","174709979986.224","180044017979.505","182823029743.003","192254128961.874","198984352418.168","205665679947.367","203649198723.446","212285887383.7","224837783316.808","229877089443.702","234621146141.778","239490122205.715","250758589203.53","261574443194.236","263772976917.563","272062928209.228","275680189391.248","292576727245.636","302508185686.971","315209703176.122","320008320159.747","323032875447.208","319630048723.93","332205930918.483","336084250441.316","335268956350.931","333423200447.528","",
"Austria","AUT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","49670842842.9723","52542337650.7863","52047902092.7984","53856093002.8562","54997515484.2156","53927191698.4004","52875222584.3348","54213339510.9441","53028710378.5981","55796253814.1766","56898349611.1277","57084357228.2152","59061904185.898","60724579151.8117","64513799780.516","67172885002.4973","67813609835.114","67696968963.9484","70784541407.2117","73170366918.3867","74414374961.6133","75633962626.1172","77789590840.7969","80137198070.9414","83444733663.7968","84916546893.7265","84307690599.8672","86368155893.9179","89098877925.1953","90910546048.6523","94231495652.3555","99073054862.9179","98796708487.25","87628584727.9258","90590218582","94198875973.371","95584335815.0234","96148767212.7421","96169859052.7929","96160905283.7656","99079512227.9414","102430929055.621","105738198365.383","106355165198.473","101874164391.977","108774557912.641","",
"Azerbaijan","AZE","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7306129357.54549","5469800222.26731","3978945791.4927","3445940584.04351","3697389087.9497","4352889520.62681","5132354514.5514","5267648897.33027","4570346137.51273","4948937829.47043","5507349576.62056","6143735452.27881","6751584340.79601","9862907937.93285","14812216264.02","19747914458.1238","21647202851.9369","23899744091.3588","24812099748.4574","23428886091.3782","23209120364.0852","24257641804.4689","24294237799.5657","23825785672.4575","22838816868.5098","22028842225.109","21882789713.3625","22074741413.1313","20754290663.4922","21159046576.2087","",
"Burundi","BDI","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","172527832.672372","182236330.466685","177997850.829887","181313215.705796","187956581.860943","189134750.121287","208699393.455828","259696821.660215","289344231.123808","291691921.879546","321244559.083465","352003962.580712","384552399.409669","397039054.552599","403157681.841536","440684154.044471","446516801.941222","479607269.469645","482270867.550796","485739198.118926","522111777.046559","570561994.200355","619459143.161938","532610971.23854","434237724.843267","362197686.227843","376250956.536107","372297116.932049","366377592.878205","383194324.245937","359320736.128155","336934508.790572","315942977.500062","296259250.393948","277801849.278562","282110330.740205","297254704.726088","322036156.904389","337638323.129487","368162861.682294","373186166.283093","380110963.347383","400154541.628253","409901931.203615","435316294.941556","365230371.455965","360482431.64484","363005804.529677","371718059.665341","379524138.918313","386203991.477753","391610847.358451","",
"Belgium","BEL","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65151262645.2343","66714677259.414","70667205980.9765","71783264997.6562","72978876088.5937","77413931966.289","77744566807.6953","77770418458.0468","78026715935.7812","81815591505.9765","83761566164.8437","84351494168.789","88432837336.9531","86648185852.3828","82329850730.7812","86272171933.7499","87417078285.5859","85808617448.0468","85672369265.0781","88396889119.2968","90940891226.2109","90165563618.2421","91158133850.1953","91522054078.3203","94881659111.1328","91502193797.5781","92672286092.0312","",
"Benin","BEN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","387384672.599527","359311185.493917","409807902.713607","398170277.268309","510696371.74007","441412094.737815","386792993.762329","441949430.299821","414236481.104282","446669183.104986","440961443.032327","525180985.253675","705769174.550873","678192190.746876","735389360.957461","802799952.080732","631209109.111679","630187738.20163","667978560.484476","720109454.756644","779155648.918769","814505564.323546","888237877.890324","872306041.913226","914472556.860523","950330740.608139","1023470849.38399","1059378715.84272","1057390820.80612","1075892367.26963","1174966421.96083","1331912601.50467","1356669983.92783","1372638489.34174","1387401003.22599","1478902507.82171","1523988858.43175","1497011344.0246","1363735181.74826","1384627428.03187","1431258633.3921","1433767977.34633","1486303700.34705","1578448315.69531","1639873703.62982","1865961048.74851","1882598067.32166","1891428422.87419","1982992027.39135","2251853908.24114","2368356385.33189","2584301086.41891","",
"Burkina Faso","BFA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","322244663.831924","335124289.810232","341887659.462761","386605626.969155","341435517.192911","413079935.106156","457582467.633844","380176996.378793","409295689.784218","397342753.416416","413828396.258058","408311653.355304","440553485.71417","444003355.803006","451765563.824261","476788527.239904","524977192.602921","568917823.260264","563508817.839701","560449052.023159","603206266.655413","603966173.199888","629108723.829383","662288731.261577","632068517.081107","633322302.146592","627812312.916","755875923.294482","788713103.275866","1062376894.60476","1029536984.46766","1081613966.36772","1147007654.78762","1306135826.81128","1378882137.81967","1448409400.21992","1524606981.39093","1734864777.37163","1697610467.11356","1891260065.72603","2118533416.37184","2383759349.82342","2342607972.57564","2451533228.79097","2706260290.01118","2882476784.54266","3026572376.69688","3205077880.73206","3510328136.43573","3593818539.28128","4032606408.83799","4384696367.13888","",
